stamp,year,month,day,hour,minute,weekday,holiday,timepoint,reserve,label
2016-03-01 00:00:00,2016,3,1,0,0,2,0.0,0,0.0,65.2706958956959
2016-03-01 00:20:00,2016,3,1,0,20,2,0.0,20,0.0,61.207418394918406
2016-03-01 00:40:00,2016,3,1,0,40,2,0.0,40,0.0,63.173025360525365
2016-03-01 01:00:00,2016,3,1,1,0,2,0.0,60,0.0,61.72320828570829
2016-03-01 01:20:00,2016,3,1,1,20,2,0.0,80,0.0,58.99326586826587
2016-03-01 01:40:00,2016,3,1,1,40,2,0.0,100,0.0,56.744801744801755
2016-03-01 02:00:00,2016,3,1,2,0,2,0.0,120,0.0,55.32385813635814
2016-03-01 02:20:00,2016,3,1,2,20,2,0.0,140,0.0,57.946337008837006
2016-03-01 02:40:00,2016,3,1,2,40,2,0.0,160,0.0,53.99469868219869
2016-03-01 03:00:00,2016,3,1,3,0,2,0.0,180,0.0,55.471415158915164
2016-03-01 03:20:00,2016,3,1,3,20,2,0.0,200,0.0,48.46327908827909
2016-03-01 03:40:00,2016,3,1,3,40,2,0.0,220,0.0,55.015549078049084
2016-03-01 04:00:00,2016,3,1,4,0,2,0.0,240,0.0,51.42842580342581
2016-03-01 04:20:00,2016,3,1,4,20,2,0.0,260,0.0,46.99935543685544
2016-03-01 04:40:00,2016,3,1,4,40,2,0.0,280,0.0,47.45360276610276
2016-03-01 05:00:00,2016,3,1,5,0,2,0.0,300,0.0,44.37274624774625
2016-03-01 05:20:00,2016,3,1,5,20,2,0.0,320,0.0,36.45276364026364
2016-03-01 05:40:00,2016,3,1,5,40,2,0.0,340,0.0,32.25818507068507
2016-03-01 06:00:00,2016,3,1,6,0,2,0.0,360,0.0,29.36840780590781
2016-03-01 06:20:00,2016,3,1,6,20,2,0.0,380,0.0,29.78913416413416
2016-03-01 06:40:00,2016,3,1,6,40,2,0.0,400,0.0,25.17224860974861
2016-03-01 07:00:00,2016,3,1,7,0,2,0.0,420,0.0,24.156341031341032
2016-03-01 07:20:00,2016,3,1,7,20,2,0.0,440,0.0,24.56719581719582
2016-03-01 07:40:00,2016,3,1,7,40,2,0.0,460,0.0,23.79678848428849
2016-03-01 08:00:00,2016,3,1,8,0,2,0.0,480,0.0,19.54376923126923
2016-03-01 08:20:00,2016,3,1,8,20,2,0.0,500,0.0,20.850839288339294
2016-03-01 08:40:00,2016,3,1,8,40,2,0.0,520,0.0,21.211401836401837
2016-03-01 09:00:00,2016,3,1,9,0,2,0.0,540,0.0,19.432482244982243
2016-03-01 09:20:00,2016,3,1,9,20,2,0.0,560,0.0,19.565300190300192
2016-03-01 09:40:00,2016,3,1,9,40,2,0.0,580,0.0,20.383660383660384
