stamp,year,month,day,hour,minute,weekday,holiday,timepoint,reserve,label
2015-01-01 00:00:00,2015,1,1,0,0,4,0.5,0,0.0,63.63790947124281
2015-01-01 00:15:00,2015,1,1,0,15,4,0.5,15,0.0,62.62363262363263
2015-01-01 00:30:00,2015,1,1,0,30,4,0.5,30,0.0,62.528937528937526
2015-01-01 00:45:00,2015,1,1,0,45,4,0.5,45,0.0,62.114133780800444
2015-01-01 01:00:00,2015,1,1,1,0,4,0.5,60,0.0,60.62589187589188
2015-01-01 01:15:00,2015,1,1,1,15,4,0.5,75,0.0,62.60577177243844
2015-01-01 01:30:00,2015,1,1,1,30,4,0.5,90,0.0,62.921268754602096
2015-01-01 01:45:00,2015,1,1,1,45,4,0.5,105,0.0,61.63467455134122
2015-01-01 02:00:00,2015,1,1,2,0,4,0.5,120,0.0,63.62119945453278
2015-01-01 02:15:00,2015,1,1,2,15,4,0.5,135,0.0,64.1475853975854
2015-01-01 02:30:00,2015,1,1,2,30,4,0.5,150,0.0,64.44675903009237
2015-01-01 02:45:00,2015,1,1,2,45,4,0.5,165,0.0,62.5608292274959
2015-01-01 03:00:00,2015,1,1,3,0,4,0.5,180,0.0,64.5898341731675
2015-01-01 03:15:00,2015,1,1,3,15,4,0.5,195,0.0,64.2252371419038
2015-01-01 03:30:00,2015,1,1,3,30,4,0.5,210,0.0,63.9184768351435
2015-01-01 03:45:00,2015,1,1,3,45,4,0.5,225,0.0,62.55967505967507
2015-01-01 04:00:00,2015,1,1,4,0,4,0.5,240,0.0,61.24430874430874
2015-01-01 04:15:00,2015,1,1,4,15,4,0.5,255,0.0,64.51409618076285
2015-01-01 04:30:00,2015,1,1,4,30,4,0.5,270,0.0,62.588919672253006
2015-01-01 04:45:00,2015,1,1,4,45,4,0.5,285,0.0,63.56971398638066
2015-01-01 05:00:00,2015,1,1,5,0,4,0.5,300,0.0,61.55717822384489
2015-01-01 05:15:00,2015,1,1,5,15,4,0.5,315,0.0,63.82611465944799
2015-01-01 05:30:00,2015,1,1,5,30,4,0.5,330,0.0,63.0263813597147
2015-01-01 05:45:00,2015,1,1,5,45,4,0.5,345,0.0,64.39751481418149
