stamp,year,month,day,hour,minute,weekday,holiday,timepoint,reserve,label
2016-03-01 00:00:00,2016,3,1,0,0,2,0.0,0,0.0,63.217046550379884
2016-03-01 01:00:00,2016,3,1,1,0,2,0.0,60,0.0,59.153758632925296
2016-03-01 02:00:00,2016,3,1,2,0,2,0.0,120,0.0,55.75496460913127
2016-03-01 03:00:00,2016,3,1,3,0,2,0.0,180,0.0,52.983414441747776
2016-03-01 04:00:00,2016,3,1,4,0,2,0.0,240,0.0,48.62712800212801
2016-03-01 05:00:00,2016,3,1,5,0,2,0.0,300,0.0,37.694564986231654
2016-03-01 06:00:00,2016,3,1,6,0,2,0.0,360,0.0,28.109930193263526
2016-03-01 07:00:00,2016,3,1,7,0,2,0.0,420,0.0,24.173441777608446
2016-03-01 08:00:00,2016,3,1,8,0,2,0.0,480,0.0,20.535336785336785
2016-03-01 09:00:00,2016,3,1,9,0,2,0.0,540,0.0,19.79381427298094
2016-03-01 10:00:00,2016,3,1,10,0,2,0.0,600,0.0,20.078407370074036
2016-03-01 11:00:00,2016,3,1,11,0,2,0.0,660,0.0,29.60135793469127
2016-03-01 12:00:00,2016,3,1,12,0,2,0.0,720,0.0,32.93833616750283
2016-03-01 13:00:00,2016,3,1,13,0,2,0.0,780,0.0,28.97459147459148
2016-03-01 14:00:00,2016,3,1,14,0,2,0.0,840,0.0,35.99152890819557
2016-03-01 15:00:00,2016,3,1,15,0,2,0.0,900,0.0,40.865375865375874
2016-03-01 16:00:00,2016,3,1,16,0,2,0.0,960,0.0,41.90489440489441
2016-03-01 17:00:00,2016,3,1,17,0,2,0.0,1020,0.0,35.01916085249419
2016-03-01 18:00:00,2016,3,1,18,0,2,0.0,1080,0.0,44.89969969136636
2016-03-01 19:00:00,2016,3,1,19,0,2,0.0,1140,0.0,52.684639767973096
2016-03-01 20:00:00,2016,3,1,20,0,2,0.0,1200,0.0,58.38063004729671
2016-03-01 21:00:00,2016,3,1,21,0,2,0.0,1260,0.0,54.57988228821563
2016-03-01 22:00:00,2016,3,1,22,0,2,0.0,1320,0.0,53.00051612551613
2016-03-01 23:00:00,2016,3,1,23,0,2,0.0,1380,0.0,52.89760477260477
2016-03-02 00:00:00,2016,3,2,0,0,3,0.0,0,0.0,58.24833710250377
2016-03-02 01:00:00,2016,3,2,1,0,3,0.0,60,0.0,61.01979789479788
2016-03-02 02:00:00,2016,3,2,2,0,3,0.0,120,0.0,55.32496303329638
2016-03-02 03:00:00,2016,3,2,3,0,3,0.0,180,0.0,57.81849083932418
2016-03-02 04:00:00,2016,3,2,4,0,3,0.0,240,0.0,58.816143399476736
2016-03-02 05:00:00,2016,3,2,5,0,3,0.0,300,0.0,45.44975274141941
2016-03-02 06:00:00,2016,3,2,6,0,3,0.0,360,0.0,27.537439933273273
2016-03-02 07:00:00,2016,3,2,7,0,3,0.0,420,0.0,23.31370268870269
2016-03-02 08:00:00,2016,3,2,8,0,3,0.0,480,0.0,21.894799915633246
2016-03-02 09:00:00,2016,3,2,9,0,3,0.0,540,0.0,20.977335977335976
2016-03-02 10:00:00,2016,3,2,10,0,3,0.0,600,0.0,23.657772199438863
2016-03-02 11:00:00,2016,3,2,11,0,3,0.0,660,0.0,41.563264375764376
2016-03-02 12:00:00,2016,3,2,12,0,3,0.0,720,0.0,45.85801835801837
2016-03-02 13:00:00,2016,3,2,13,0,3,0.0,780,0.0,46.163767934601275
2016-03-02 14:00:00,2016,3,2,14,0,3,0.0,840,0.0,42.880406422073094
2016-03-02 15:00:00,2016,3,2,15,0,3,0.0,900,0.0,42.31861544361545
2016-03-02 16:00:00,2016,3,2,16,0,3,0.0,960,0.0,42.503156357323036
2016-03-02 17:00:00,2016,3,2,17,0,3,0.0,1020,0.0,30.428451574284903
2016-03-02 18:00:00,2016,3,2,18,0,3,0.0,1080,0.0,32.89191726691727
2016-03-02 19:00:00,2016,3,2,19,0,3,0.0,1140,0.0,52.20281251531252
2016-03-02 20:00:00,2016,3,2,20,0,3,0.0,1200,0.0,59.05813582896915
2016-03-02 21:00:00,2016,3,2,21,0,3,0.0,1260,0.0,58.84789895206563
2016-03-02 22:00:00,2016,3,2,22,0,3,0.0,1320,0.0,51.817656921823584
2016-03-02 23:00:00,2016,3,2,23,0,3,0.0,1380,0.0,57.31906304822973
2016-03-03 00:00:00,2016,3,3,0,0,4,0.0,0,0.0,62.369067889901224
2016-03-03 01:00:00,2016,3,3,1,0,4,0.0,60,0.0,59.44669965503298
2016-03-03 02:00:00,2016,3,3,2,0,4,0.0,120,0.0,56.25467010883677
2016-03-03 03:00:00,2016,3,3,3,0,4,0.0,180,0.0,58.971007304340645
2016-03-03 04:00:00,2016,3,3,4,0,4,0.0,240,0.0,59.150583213083216
2016-03-03 05:00:00,2016,3,3,5,0,4,0.0,300,0.0,48.384019113185765
2016-03-03 06:00:00,2016,3,3,6,0,4,0.0,360,0.0,30.962635858469195
2016-03-03 07:00:00,2016,3,3,7,0,4,0.0,420,0.0,24.21964234464235
2016-03-03 08:00:00,2016,3,3,8,0,4,0.0,480,0.0,22.445128278461613
