stamp,year,month,day,hour,minute,weekday,holiday,timepoint,reserve,label
2016-01-01 00:00:00,2016,1,1,0,0,5,0.5,0,0.0,65.92365446532114
2016-01-01 00:30:00,2016,1,1,0,30,5,0.5,30,0.0,62.64997264997265
2016-01-01 01:00:00,2016,1,1,1,0,5,0.5,60,0.0,62.569395694395695
2016-01-01 01:30:00,2016,1,1,1,30,5,0.5,90,0.0,64.18473480973482
2016-01-01 02:00:00,2016,1,1,2,0,5,0.5,120,0.0,65.4008004008004
2016-01-01 02:30:00,2016,1,1,2,30,5,0.5,150,0.0,66.57540845040846
2016-01-01 03:00:00,2016,1,1,3,0,5,0.5,180,0.0,60.555539930539936
2016-01-01 03:30:00,2016,1,1,3,30,5,0.5,210,0.0,63.26344680511348
2016-01-01 04:00:00,2016,1,1,4,0,5,0.5,240,0.0,64.67350425683759
2016-01-01 04:30:00,2016,1,1,4,30,5,0.5,270,0.0,66.67371625704959
2016-01-01 05:00:00,2016,1,1,5,0,5,0.5,300,0.0,66.30127650960985
2016-01-01 05:30:00,2016,1,1,5,30,5,0.5,330,0.0,65.2475764975765
2016-01-01 06:00:00,2016,1,1,6,0,5,0.5,360,0.0,65.29327154327153
2016-01-01 06:30:00,2016,1,1,6,30,5,0.5,390,0.0,65.7879907879908
2016-01-01 07:00:00,2016,1,1,7,0,5,0.5,420,0.0,65.06099485266152
2016-01-01 07:30:00,2016,1,1,7,30,5,0.5,450,0.0,64.52086327086327
2016-01-01 08:00:00,2016,1,1,8,0,5,0.5,480,0.0,64.85833319166653
2016-01-01 08:30:00,2016,1,1,8,30,5,0.5,510,0.0,64.43614506114506
2016-01-01 09:00:00,2016,1,1,9,0,5,0.5,540,0.0,64.40620211453546
2016-01-01 09:30:00,2016,1,1,9,30,5,0.5,570,0.0,62.11189836189836
2016-01-01 10:00:00,2016,1,1,10,0,5,0.5,600,0.0,61.37578679245346
2016-01-01 10:30:00,2016,1,1,10,30,5,0.5,630,0.0,59.452495702495696
2016-01-01 11:00:00,2016,1,1,11,0,5,0.5,660,0.0,61.507879007879005
2016-01-01 11:30:00,2016,1,1,11,30,5,0.5,690,0.0,58.50978913478914
2016-01-01 12:00:00,2016,1,1,12,0,5,0.5,720,0.0,58.72107559607559
2016-01-01 12:30:00,2016,1,1,12,30,5,0.5,750,0.0,58.97061751228418
2016-01-01 13:00:00,2016,1,1,13,0,5,0.5,780,0.0,56.27667877667878
2016-01-01 13:30:00,2016,1,1,13,30,5,0.5,810,0.0,54.47243343076676
2016-01-01 14:00:00,2016,1,1,14,0,5,0.5,840,0.0,59.52448827448827
2016-01-01 14:30:00,2016,1,1,14,30,5,0.5,870,0.0,58.997767747767746
2016-01-01 15:00:00,2016,1,1,15,0,5,0.5,900,0.0,59.070247611914276
2016-01-01 15:30:00,2016,1,1,15,30,5,0.5,930,0.0,59.42790151123484
2016-01-01 16:00:00,2016,1,1,16,0,5,0.5,960,0.0,57.79611237944571
2016-01-01 16:30:00,2016,1,1,16,30,5,0.5,990,0.0,48.334930626597306
2016-01-01 17:00:00,2016,1,1,17,0,5,0.5,1020,0.0,42.60599885599886
2016-01-01 17:30:00,2016,1,1,17,30,5,0.5,1050,0.0,57.17598030098031
2016-01-01 18:00:00,2016,1,1,18,0,5,0.5,1080,0.0,57.647581605914944
2016-01-01 18:30:00,2016,1,1,18,30,5,0.5,1110,0.0,58.88975326475327
2016-01-01 19:00:00,2016,1,1,19,0,5,0.5,1140,0.0,59.11493536493537
2016-01-01 19:30:00,2016,1,1,19,30,5,0.5,1170,0.0,61.92910505410506
2016-01-01 20:00:00,2016,1,1,20,0,5,0.5,1200,0.0,62.57338028171362
2016-01-01 20:30:00,2016,1,1,20,30,5,0.5,1230,0.0,62.97539547539548
2016-01-01 21:00:00,2016,1,1,21,0,5,0.5,1260,0.0,62.550927967594646
2016-01-01 21:30:00,2016,1,1,21,30,5,0.5,1290,0.0,61.825433283766614
2016-01-01 22:00:00,2016,1,1,22,0,5,0.5,1320,0.0,64.04607112940447
2016-01-01 22:30:00,2016,1,1,22,30,5,0.5,1350,0.0,65.11037302703971
2016-01-01 23:00:00,2016,1,1,23,0,5,0.5,1380,0.0,66.01450663950664
2016-01-01 23:30:00,2016,1,1,23,30,5,0.5,1410,0.0,67.14924444091112
2016-01-02 00:00:00,2016,1,2,0,0,6,0.0,0,0.0,65.74673783007115
2016-01-02 00:30:00,2016,1,2,0,30,6,0.0,30,0.0,67.23702973702974
2016-01-02 01:00:00,2016,1,2,1,0,6,0.0,60,0.0,66.11289236289237
2016-01-02 01:30:00,2016,1,2,1,30,6,0.0,90,0.0,66.68877731377732
2016-01-02 02:00:00,2016,1,2,2,0,6,0.0,120,0.0,66.03032561365895
2016-01-02 02:30:00,2016,1,2,2,30,6,0.0,150,0.0,62.397883231216575
2016-01-02 03:00:00,2016,1,2,3,0,6,0.0,180,0.0,62.50209625209626
2016-01-02 03:30:00,2016,1,2,3,30,6,0.0,210,0.0,62.812199478866155
2016-01-02 04:00:00,2016,1,2,4,0,6,0.0,240,0.0,60.72288447288449
2016-01-02 04:30:00,2016,1,2,4,30,6,0.0,270,0.0,61.78825928825929
2016-01-02 05:00:00,2016,1,2,5,0,6,0.0,300,0.0,63.94125956625957
2016-01-02 05:30:00,2016,1,2,5,30,6,0.0,330,0.0,63.63520134353468
2016-01-02 06:00:00,2016,1,2,6,0,6,0.0,360,0.0,63.094663094663105
2016-01-02 06:30:00,2016,1,2,6,30,6,0.0,390,0.0,60.904388404388406
2016-01-02 07:00:00,2016,1,2,7,0,6,0.0,420,0.0,61.50946838446839
2016-01-02 07:30:00,2016,1,2,7,30,6,0.0,450,0.0,60.01107334440669
2016-01-02 08:00:00,2016,1,2,8,0,6,0.0,480,0.0,59.18637001970336
2016-01-02 08:30:00,2016,1,2,8,30,6,0.0,510,0.0,58.47732535232535
2016-01-02 09:00:00,2016,1,2,9,0,6,0.0,540,0.0,57.934935434935426
2016-01-02 09:30:00,2016,1,2,9,30,6,0.0,570,0.0,51.34213196713197
2016-01-02 10:00:00,2016,1,2,10,0,6,0.0,600,0.0,52.37555675055675
2016-01-02 10:30:00,2016,1,2,10,30,6,0.0,630,0.0,51.96619863286529
2016-01-02 11:00:00,2016,1,2,11,0,6,0.0,660,0.0,45.54778971445637
2016-01-02 11:30:00,2016,1,2,11,30,6,0.0,690,0.0,24.524153274153274
2016-01-02 12:00:00,2016,1,2,12,0,6,0.0,720,0.0,22.68936748103415
2016-01-02 12:30:00,2016,1,2,12,30,6,0.0,750,0.0,25.21090333590334
2016-01-02 13:00:00,2016,1,2,13,0,6,0.0,780,0.0,24.29747450580784
2016-01-02 13:30:00,2016,1,2,13,30,6,0.0,810,0.0,29.721336179669517
2016-01-02 14:00:00,2016,1,2,14,0,6,0.0,840,0.0,53.67271325604659
2016-01-02 14:30:00,2016,1,2,14,30,6,0.0,870,0.0,42.171881338548005
2016-01-02 15:00:00,2016,1,2,15,0,6,0.0,900,0.0,55.834670209670215
2016-01-02 15:30:00,2016,1,2,15,30,6,0.0,930,0.0,52.06652810819477
