stamp,year,month,day,hour,minute,weekday,holiday,timepoint,reserve,label
2016-01-01 00:00:00,2016,1,1,0,0,5,0.5,0,0.0,67.68290580790581
2016-01-01 00:10:00,2016,1,1,0,10,5,0.5,10,0.0,65.59557497057497
2016-01-01 00:20:00,2016,1,1,0,20,5,0.5,20,0.0,64.49248261748261
2016-01-01 00:30:00,2016,1,1,0,30,5,0.5,30,0.0,62.44677369677371
2016-01-01 00:40:00,2016,1,1,0,40,5,0.5,40,0.0,63.343919593919594
2016-01-01 00:50:00,2016,1,1,0,50,5,0.5,50,0.0,62.15922465922465
2016-01-01 01:00:00,2016,1,1,1,0,5,0.5,60,0.0,61.862754362754366
2016-01-01 01:10:00,2016,1,1,1,10,5,0.5,70,0.0,62.54002879002879
2016-01-01 01:20:00,2016,1,1,1,20,5,0.5,80,0.0,63.30540393040394
2016-01-01 01:30:00,2016,1,1,1,30,5,0.5,90,0.0,62.36057048557049
2016-01-01 01:40:00,2016,1,1,1,40,5,0.5,100,0.0,64.23859861359861
2016-01-01 01:50:00,2016,1,1,1,50,5,0.5,110,0.0,65.95503533003534
2016-01-01 02:00:00,2016,1,1,2,0,5,0.5,120,0.0,66.28349878349879
2016-01-01 02:10:00,2016,1,1,2,10,5,0.5,130,0.0,65.36975536975538
2016-01-01 02:20:00,2016,1,1,2,20,5,0.5,140,0.0,64.54914704914705
2016-01-01 02:30:00,2016,1,1,2,30,5,0.5,150,0.0,65.89210776710777
2016-01-01 02:40:00,2016,1,1,2,40,5,0.5,160,0.0,67.5439587939588
2016-01-01 02:50:00,2016,1,1,2,50,5,0.5,170,0.0,66.29015879015878
2016-01-01 03:00:00,2016,1,1,3,0,5,0.5,180,0.0,60.743679493679494
2016-01-01 03:10:00,2016,1,1,3,10,5,0.5,190,0.0,61.05215542715544
2016-01-01 03:20:00,2016,1,1,3,20,5,0.5,200,0.0,59.87078487078488
2016-01-01 03:30:00,2016,1,1,3,30,5,0.5,210,0.0,62.37035174535174
2016-01-01 03:40:00,2016,1,1,3,40,5,0.5,220,0.0,63.13350125850127
2016-01-01 03:50:00,2016,1,1,3,50,5,0.5,230,0.0,64.28648741148741
2016-01-01 04:00:00,2016,1,1,4,0,5,0.5,240,0.0,67.02581952581953
2016-01-01 04:10:00,2016,1,1,4,10,5,0.5,250,0.0,63.86353948853947
2016-01-01 04:20:00,2016,1,1,4,20,5,0.5,260,0.0,63.13115375615377
2016-01-01 04:30:00,2016,1,1,4,30,5,0.5,270,0.0,66.81896306896307
2016-01-01 04:40:00,2016,1,1,4,40,5,0.5,280,0.0,67.11451773951774
2016-01-01 04:50:00,2016,1,1,4,50,5,0.5,290,0.0,66.08766796266795
2016-01-01 05:00:00,2016,1,1,5,0,5,0.5,300,0.0,66.83027808027808
2016-01-01 05:10:00,2016,1,1,5,10,5,0.5,310,0.0,65.23369023369024
2016-01-01 05:20:00,2016,1,1,5,20,5,0.5,320,0.0,66.8398612148612
2016-01-01 05:30:00,2016,1,1,5,30,5,0.5,330,0.0,65.3506116006116
2016-01-01 05:40:00,2016,1,1,5,40,5,0.5,340,0.0,66.0095878845879
2016-01-01 05:50:00,2016,1,1,5,50,5,0.5,350,0.0,64.38253000753001
2016-01-01 06:00:00,2016,1,1,6,0,5,0.5,360,0.0,66.52964277964278
2016-01-01 06:10:00,2016,1,1,6,10,5,0.5,370,0.0,64.18794168794169
2016-01-01 06:20:00,2016,1,1,6,20,5,0.5,380,0.0,65.16223016223017
2016-01-01 06:30:00,2016,1,1,6,30,5,0.5,390,0.0,64.5754852004852
2016-01-01 06:40:00,2016,1,1,6,40,5,0.5,400,0.0,66.53112278112279
2016-01-01 06:50:00,2016,1,1,6,50,5,0.5,410,0.0,66.25736438236439
2016-01-01 07:00:00,2016,1,1,7,0,5,0.5,420,0.0,66.14967489967492
2016-01-01 07:10:00,2016,1,1,7,10,5,0.5,430,0.0,64.46686634186634
2016-01-01 07:20:00,2016,1,1,7,20,5,0.5,440,0.0,64.56644331644333
2016-01-01 07:30:00,2016,1,1,7,30,5,0.5,450,0.0,64.85963298463298
2016-01-01 07:40:00,2016,1,1,7,40,5,0.5,460,0.0,65.1190944940945
2016-01-01 07:50:00,2016,1,1,7,50,5,0.5,470,0.0,63.583862333862335
2016-01-01 08:00:00,2016,1,1,8,0,5,0.5,480,0.0,64.02986527986528
2016-01-01 08:10:00,2016,1,1,8,10,5,0.5,490,0.0,65.57711745211745
2016-01-01 08:20:00,2016,1,1,8,20,5,0.5,500,0.0,64.96801684301684
2016-01-01 08:30:00,2016,1,1,8,30,5,0.5,510,0.0,62.647237647237645
2016-01-01 08:40:00,2016,1,1,8,40,5,0.5,520,0.0,65.66414253914255
2016-01-01 08:50:00,2016,1,1,8,50,5,0.5,530,0.0,64.997054997055
2016-01-01 09:00:00,2016,1,1,9,0,5,0.5,540,0.0,64.35186122686123
2016-01-01 09:10:00,2016,1,1,9,10,5,0.5,550,0.0,64.09540784540786
2016-01-01 09:20:00,2016,1,1,9,20,5,0.5,560,0.0,64.77133727133727
2016-01-01 09:30:00,2016,1,1,9,30,5,0.5,570,0.0,63.09044184044185
2016-01-01 09:40:00,2016,1,1,9,40,5,0.5,580,0.0,62.87009724509724
2016-01-01 09:50:00,2016,1,1,9,50,5,0.5,590,0.0,60.375156000156
2016-01-01 10:00:00,2016,1,1,10,0,5,0.5,600,0.0,62.72786585286586
2016-01-01 10:10:00,2016,1,1,10,10,5,0.5,610,0.0,61.501172126172136
2016-01-01 10:20:00,2016,1,1,10,20,5,0.5,620,0.0,59.898322398322385
2016-01-01 10:30:00,2016,1,1,10,30,5,0.5,630,0.0,59.45760383260384
2016-01-01 10:40:00,2016,1,1,10,40,5,0.5,640,0.0,58.124590624590624
2016-01-01 10:50:00,2016,1,1,10,50,5,0.5,650,0.0,60.77529265029265
2016-01-01 11:00:00,2016,1,1,11,0,5,0.5,660,0.0,63.31094018594018
2016-01-01 11:10:00,2016,1,1,11,10,5,0.5,670,0.0,60.99552662052662
2016-01-01 11:20:00,2016,1,1,11,20,5,0.5,680,0.0,60.21717021717022
2016-01-01 11:30:00,2016,1,1,11,30,5,0.5,690,0.0,58.121802496802495
2016-01-01 11:40:00,2016,1,1,11,40,5,0.5,700,0.0,58.673174923174926
2016-01-01 11:50:00,2016,1,1,11,50,5,0.5,710,0.0,58.73438998438998
2016-01-01 12:00:00,2016,1,1,12,0,5,0.5,720,0.0,59.99633062133063
2016-01-01 12:10:00,2016,1,1,12,10,5,0.5,730,0.0,59.34987872487872
2016-01-01 12:20:00,2016,1,1,12,20,5,0.5,740,0.0,56.817017442017445
2016-01-01 12:30:00,2016,1,1,12,30,5,0.5,750,0.0,59.289084289084286
2016-01-01 12:40:00,2016,1,1,12,40,5,0.5,760,0.0,58.374922749922746
2016-01-01 12:50:00,2016,1,1,12,50,5,0.5,770,0.0,59.247845497845496
2016-01-01 13:00:00,2016,1,1,13,0,5,0.5,780,0.0,59.133821633821626
2016-01-01 13:10:00,2016,1,1,13,10,5,0.5,790,0.0,57.88503851003851
2016-01-01 13:20:00,2016,1,1,13,20,5,0.5,800,0.0,51.81117618617619
2016-01-01 13:30:00,2016,1,1,13,30,5,0.5,810,0.0,51.05926230926231
2016-01-01 13:40:00,2016,1,1,13,40,5,0.5,820,0.0,54.88115738115738
2016-01-01 13:50:00,2016,1,1,13,50,5,0.5,830,0.0,57.476880601880595
2016-01-01 14:00:00,2016,1,1,14,0,5,0.5,840,0.0,58.63281925781925
2016-01-01 14:10:00,2016,1,1,14,10,5,0.5,850,0.0,59.57739207739207
2016-01-01 14:20:00,2016,1,1,14,20,5,0.5,860,0.0,60.36325348825349
2016-01-01 14:30:00,2016,1,1,14,30,5,0.5,870,0.0,60.82334519834521
2016-01-01 14:40:00,2016,1,1,14,40,5,0.5,880,0.0,56.275408150408154
2016-01-01 14:50:00,2016,1,1,14,50,5,0.5,890,0.0,59.89454989454989
2016-01-01 15:00:00,2016,1,1,15,0,5,0.5,900,0.0,59.2528305028305
2016-01-01 15:10:00,2016,1,1,15,10,5,0.5,910,0.0,59.02396902396902
2016-01-01 15:20:00,2016,1,1,15,20,5,0.5,920,0.0,58.93394330894331
2016-01-01 15:30:00,2016,1,1,15,30,5,0.5,930,0.0,57.978824853824854
2016-01-01 15:40:00,2016,1,1,15,40,5,0.5,940,0.0,60.00313937813938
2016-01-01 15:50:00,2016,1,1,15,50,5,0.5,950,0.0,60.3017403017403
2016-01-01 16:00:00,2016,1,1,16,0,5,0.5,960,0.0,57.34210671710672
2016-01-01 16:10:00,2016,1,1,16,10,5,0.5,970,0.0,58.265202640202645
2016-01-01 16:20:00,2016,1,1,16,20,5,0.5,980,0.0,57.781027781027774
2016-01-01 16:30:00,2016,1,1,16,30,5,0.5,990,0.0,57.88100913100914
2016-01-01 16:40:00,2016,1,1,16,40,5,0.5,1000,0.0,49.33447745947748
2016-01-01 16:50:00,2016,1,1,16,50,5,0.5,1010,0.0,37.78930528930529
2016-01-01 17:00:00,2016,1,1,17,0,5,0.5,1020,0.0,35.509426134426135
2016-01-01 17:10:00,2016,1,1,17,10,5,0.5,1030,0.0,37.50476437976438
2016-01-01 17:20:00,2016,1,1,17,20,5,0.5,1040,0.0,54.80380605380607
2016-01-01 17:30:00,2016,1,1,17,30,5,0.5,1050,0.0,57.21062783562784
2016-01-01 17:40:00,2016,1,1,17,40,5,0.5,1060,0.0,56.65540915540916
2016-01-01 17:50:00,2016,1,1,17,50,5,0.5,1070,0.0,57.66190391190392
2016-01-01 18:00:00,2016,1,1,18,0,5,0.5,1080,0.0,57.59524884524885
2016-01-01 18:10:00,2016,1,1,18,10,5,0.5,1090,0.0,58.06890306890307
2016-01-01 18:20:00,2016,1,1,18,20,5,0.5,1100,0.0,57.278592903592894
2016-01-01 18:30:00,2016,1,1,18,30,5,0.5,1110,0.0,58.17227067227067
2016-01-01 18:40:00,2016,1,1,18,40,5,0.5,1120,0.0,59.113887238887244
2016-01-01 18:50:00,2016,1,1,18,50,5,0.5,1130,0.0,59.38310188310187
2016-01-01 19:00:00,2016,1,1,19,0,5,0.5,1140,0.0,58.900424525424526
2016-01-01 19:10:00,2016,1,1,19,10,5,0.5,1150,0.0,58.409110909110915
2016-01-01 19:20:00,2016,1,1,19,20,5,0.5,1160,0.0,60.03527066027067
2016-01-01 19:30:00,2016,1,1,19,30,5,0.5,1170,0.0,60.71143508643509
2016-01-01 19:40:00,2016,1,1,19,40,5,0.5,1180,0.0,62.373687998688
2016-01-01 19:50:00,2016,1,1,19,50,5,0.5,1190,0.0,62.70219207719208
2016-01-01 20:00:00,2016,1,1,20,0,5,0.5,1200,0.0,62.49605437105437
2016-01-01 20:10:00,2016,1,1,20,10,5,0.5,1210,0.0,62.93328793328794
2016-01-01 20:20:00,2016,1,1,20,20,5,0.5,1220,0.0,62.29079854079854
