stamp,year,month,day,hour,minute,weekday,holiday,timepoint,reserve,label
2016-03-01 00:00:00,2016,3,1,0,0,2,0.0,0,0.0,64.11651869985202
2016-03-01 00:30:00,2016,3,1,0,30,2,0.0,30,0.0,62.31757440090774
2016-03-01 01:00:00,2016,3,1,1,0,2,0.0,60,0.0,60.98893932227265
2016-03-01 01:30:00,2016,3,1,1,30,2,0.0,90,0.0,57.31857794357796
2016-03-01 02:00:00,2016,3,1,2,0,2,0.0,120,0.0,56.49113315779983
2016-03-01 02:30:00,2016,3,1,2,30,2,0.0,150,0.0,55.018796060462726
2016-03-01 03:00:00,2016,3,1,3,0,2,0.0,180,0.0,54.60658460658461
2016-03-01 03:30:00,2016,3,1,3,30,2,0.0,210,0.0,51.36024427691095
2016-03-01 04:00:00,2016,3,1,4,0,2,0.0,240,0.0,49.6091875258542
2016-03-01 04:30:00,2016,3,1,4,30,2,0.0,270,0.0,47.64506847840181
2016-03-01 05:00:00,2016,3,1,5,0,2,0.0,300,0.0,42.93100251433585
2016-03-01 05:30:00,2016,3,1,5,30,2,0.0,330,0.0,32.45812745812746
2016-03-01 06:00:00,2016,3,1,6,0,2,0.0,360,0.0,30.135798885798888
2016-03-01 06:30:00,2016,3,1,6,30,2,0.0,390,0.0,26.08406150072817
2016-03-01 07:00:00,2016,3,1,7,0,2,0.0,420,0.0,25.308668433668434
2016-03-01 07:30:00,2016,3,1,7,30,2,0.0,450,0.0,23.03821512154846
2016-03-01 08:00:00,2016,3,1,8,0,2,0.0,480,0.0,20.08568675235342
2016-03-01 08:30:00,2016,3,1,8,30,2,0.0,510,0.0,20.984986818320156
2016-03-01 09:00:00,2016,3,1,9,0,2,0.0,540,0.0,20.19798457298457
2016-03-01 09:30:00,2016,3,1,9,30,2,0.0,570,0.0,19.389643972977307
2016-03-01 10:00:00,2016,3,1,10,0,2,0.0,600,0.0,20.601046226046225
2016-03-01 10:30:00,2016,3,1,10,30,2,0.0,630,0.0,19.555768514101846
2016-03-01 11:00:00,2016,3,1,11,0,2,0.0,660,0.0,23.038454496787836
2016-03-01 11:30:00,2016,3,1,11,30,2,0.0,690,0.0,36.1642613725947
2016-03-01 12:00:00,2016,3,1,12,0,2,0.0,720,0.0,31.496050454383788
2016-03-01 12:30:00,2016,3,1,12,30,2,0.0,750,0.0,34.38062188062188
2016-03-01 13:00:00,2016,3,1,13,0,2,0.0,780,0.0,27.578948203948205
2016-03-01 13:30:00,2016,3,1,13,30,2,0.0,810,0.0,30.37023474523475
2016-03-01 14:00:00,2016,3,1,14,0,2,0.0,840,0.0,35.74399761899762
2016-03-01 14:30:00,2016,3,1,14,30,2,0.0,870,0.0,36.239060197393535
2016-03-01 15:00:00,2016,3,1,15,0,2,0.0,900,0.0,40.47765589432256
2016-03-01 15:30:00,2016,3,1,15,30,2,0.0,930,0.0,41.253095836429175
2016-03-01 16:00:00,2016,3,1,16,0,2,0.0,960,0.0,47.23722661222661
2016-03-01 16:30:00,2016,3,1,16,30,2,0.0,990,0.0,36.5725621975622
2016-03-01 17:00:00,2016,3,1,17,0,2,0.0,1020,0.0,29.374976666643335
2016-03-01 17:30:00,2016,3,1,17,30,2,0.0,1050,0.0,40.663345038345035
2016-03-01 18:00:00,2016,3,1,18,0,2,0.0,1080,0.0,47.435048060048054
2016-03-01 18:30:00,2016,3,1,18,30,2,0.0,1110,0.0,42.36435132268466
2016-03-01 19:00:00,2016,3,1,19,0,2,0.0,1140,0.0,49.10162826829494
2016-03-01 19:30:00,2016,3,1,19,30,2,0.0,1170,0.0,56.267651267651274
2016-03-01 20:00:00,2016,3,1,20,0,2,0.0,1200,0.0,59.089916381583045
2016-03-01 20:30:00,2016,3,1,20,30,2,0.0,1230,0.0,57.67134371301038
2016-03-01 21:00:00,2016,3,1,21,0,2,0.0,1260,0.0,49.04101466601467
2016-03-01 21:30:00,2016,3,1,21,30,2,0.0,1290,0.0,60.118749910416575
2016-03-01 22:00:00,2016,3,1,22,0,2,0.0,1320,0.0,56.55532009698677
2016-03-01 22:30:00,2016,3,1,22,30,2,0.0,1350,0.0,49.44571215404549
2016-03-01 23:00:00,2016,3,1,23,0,2,0.0,1380,0.0,53.0654982738316
2016-03-01 23:30:00,2016,3,1,23,30,2,0.0,1410,0.0,52.729711271377944
2016-03-02 00:00:00,2016,3,2,0,0,3,0.0,0,0.0,58.16878296044964
2016-03-02 00:30:00,2016,3,2,0,30,3,0.0,30,0.0,58.32789124455791
2016-03-02 01:00:00,2016,3,2,1,0,3,0.0,60,0.0,60.99998787498787
2016-03-02 01:30:00,2016,3,2,1,30,3,0.0,90,0.0,61.03960791460792
2016-03-02 02:00:00,2016,3,2,2,0,3,0.0,120,0.0,55.91952466952467
2016-03-02 02:30:00,2016,3,2,2,30,3,0.0,150,0.0,54.73040139706807
2016-03-02 03:00:00,2016,3,2,3,0,3,0.0,180,0.0,58.72984706318041
2016-03-02 03:30:00,2016,3,2,3,30,3,0.0,210,0.0,56.907134615467946
2016-03-02 04:00:00,2016,3,2,4,0,3,0.0,240,0.0,58.88492492659159
2016-03-02 04:30:00,2016,3,2,4,30,3,0.0,270,0.0,58.74736187236187
2016-03-02 05:00:00,2016,3,2,5,0,3,0.0,300,0.0,53.92701809368476
2016-03-02 05:30:00,2016,3,2,5,30,3,0.0,330,0.0,36.972487389154054
2016-03-02 06:00:00,2016,3,2,6,0,3,0.0,360,0.0,29.1912452329119
2016-03-02 06:30:00,2016,3,2,6,30,3,0.0,390,0.0,25.88363463363464
2016-03-02 07:00:00,2016,3,2,7,0,3,0.0,420,0.0,24.240981949315284
