stamp,year,month,day,hour,minute,weekday,holiday,timepoint,reserve,label
2016-01-01 00:00:00,2016,1,1,0,0,5,0.5,0,0.0,66.6392403892404
2016-01-01 00:20:00,2016,1,1,0,20,5,0.5,20,0.0,63.469628157128156
2016-01-01 00:40:00,2016,1,1,0,40,5,0.5,40,0.0,62.75157212657212
2016-01-01 01:00:00,2016,1,1,1,0,5,0.5,60,0.0,62.20139157639157
2016-01-01 01:20:00,2016,1,1,1,20,5,0.5,80,0.0,62.832987207987216
2016-01-01 01:40:00,2016,1,1,1,40,5,0.5,100,0.0,65.09681697181698
2016-01-01 02:00:00,2016,1,1,2,0,5,0.5,120,0.0,65.82662707662708
2016-01-01 02:20:00,2016,1,1,2,20,5,0.5,140,0.0,65.22062740812741
2016-01-01 02:40:00,2016,1,1,2,40,5,0.5,160,0.0,66.9170587920588
2016-01-01 03:00:00,2016,1,1,3,0,5,0.5,180,0.0,60.89791746041747
2016-01-01 03:20:00,2016,1,1,3,20,5,0.5,200,0.0,61.120568308068314
2016-01-01 03:40:00,2016,1,1,3,40,5,0.5,220,0.0,63.70999433499434
2016-01-01 04:00:00,2016,1,1,4,0,5,0.5,240,0.0,65.4446795071795
2016-01-01 04:20:00,2016,1,1,4,20,5,0.5,260,0.0,64.97505841255843
2016-01-01 04:40:00,2016,1,1,4,40,5,0.5,280,0.0,66.60109285109284
2016-01-01 05:00:00,2016,1,1,5,0,5,0.5,300,0.0,66.03198415698417
2016-01-01 05:20:00,2016,1,1,5,20,5,0.5,320,0.0,66.0952364077364
2016-01-01 05:40:00,2016,1,1,5,40,5,0.5,340,0.0,65.19605894605895
2016-01-01 06:00:00,2016,1,1,6,0,5,0.5,360,0.0,65.35879223379223
2016-01-01 06:20:00,2016,1,1,6,20,5,0.5,380,0.0,64.86885768135768
2016-01-01 06:40:00,2016,1,1,6,40,5,0.5,400,0.0,66.39424358174358
2016-01-01 07:00:00,2016,1,1,7,0,5,0.5,420,0.0,65.30827062077063
2016-01-01 07:20:00,2016,1,1,7,20,5,0.5,440,0.0,64.71303815053815
2016-01-01 07:40:00,2016,1,1,7,40,5,0.5,460,0.0,64.35147841397841
2016-01-01 08:00:00,2016,1,1,8,0,5,0.5,480,0.0,64.80349136599136
2016-01-01 08:20:00,2016,1,1,8,20,5,0.5,500,0.0,63.80762724512724
2016-01-01 08:40:00,2016,1,1,8,40,5,0.5,520,0.0,65.33059876809878
2016-01-01 09:00:00,2016,1,1,9,0,5,0.5,540,0.0,64.22363453613454
2016-01-01 09:20:00,2016,1,1,9,20,5,0.5,560,0.0,63.93088955588956
2016-01-01 09:40:00,2016,1,1,9,40,5,0.5,580,0.0,61.62262662262662
2016-01-01 10:00:00,2016,1,1,10,0,5,0.5,600,0.0,62.114518989519
2016-01-01 10:20:00,2016,1,1,10,20,5,0.5,620,0.0,59.67796311546311
2016-01-01 10:40:00,2016,1,1,10,40,5,0.5,640,0.0,59.44994163744164
2016-01-01 11:00:00,2016,1,1,11,0,5,0.5,660,0.0,62.1532334032334
2016-01-01 11:20:00,2016,1,1,11,20,5,0.5,680,0.0,59.169486356986354
2016-01-01 11:40:00,2016,1,1,11,40,5,0.5,700,0.0,58.70378245378245
2016-01-01 12:00:00,2016,1,1,12,0,5,0.5,720,0.0,59.673104673104675
2016-01-01 12:20:00,2016,1,1,12,20,5,0.5,740,0.0,58.05305086555087
2016-01-01 12:40:00,2016,1,1,12,40,5,0.5,760,0.0,58.81138412388412
2016-01-01 13:00:00,2016,1,1,13,0,5,0.5,780,0.0,58.50943007193007
2016-01-01 13:20:00,2016,1,1,13,20,5,0.5,800,0.0,51.435219247719246
2016-01-01 13:40:00,2016,1,1,13,40,5,0.5,820,0.0,56.17901899151899
2016-01-01 14:00:00,2016,1,1,14,0,5,0.5,840,0.0,59.105105667605656
2016-01-01 14:20:00,2016,1,1,14,20,5,0.5,860,0.0,60.59329934329935
2016-01-01 14:40:00,2016,1,1,14,40,5,0.5,880,0.0,58.08497902247902
2016-01-01 15:00:00,2016,1,1,15,0,5,0.5,900,0.0,59.13839976339976
2016-01-01 15:20:00,2016,1,1,15,20,5,0.5,920,0.0,58.45638408138408
2016-01-01 15:40:00,2016,1,1,15,40,5,0.5,940,0.0,60.15243983993984
2016-01-01 16:00:00,2016,1,1,16,0,5,0.5,960,0.0,57.80365467865468
2016-01-01 16:20:00,2016,1,1,16,20,5,0.5,980,0.0,57.831018456018455
2016-01-01 16:40:00,2016,1,1,16,40,5,0.5,1000,0.0,43.561891374391394
2016-01-01 17:00:00,2016,1,1,17,0,5,0.5,1020,0.0,36.50709525709526
2016-01-01 17:20:00,2016,1,1,17,20,5,0.5,1040,0.0,56.00721694471695
2016-01-01 17:40:00,2016,1,1,17,40,5,0.5,1060,0.0,57.15865653365654
2016-01-01 18:00:00,2016,1,1,18,0,5,0.5,1080,0.0,57.83207595707596
2016-01-01 18:20:00,2016,1,1,18,20,5,0.5,1100,0.0,57.72543178793178
2016-01-01 18:40:00,2016,1,1,18,40,5,0.5,1120,0.0,59.24849456099456
2016-01-01 19:00:00,2016,1,1,19,0,5,0.5,1140,0.0,58.65476771726772
2016-01-01 19:20:00,2016,1,1,19,20,5,0.5,1160,0.0,60.37335287335288
2016-01-01 19:40:00,2016,1,1,19,40,5,0.5,1180,0.0,62.53794003794004
2016-01-01 20:00:00,2016,1,1,20,0,5,0.5,1200,0.0,62.71467115217116
2016-01-01 20:20:00,2016,1,1,20,20,5,0.5,1220,0.0,62.05459236709236
2016-01-01 20:40:00,2016,1,1,20,40,5,0.5,1240,0.0,63.553900116400115
2016-01-01 21:00:00,2016,1,1,21,0,5,0.5,1260,0.0,62.23497004747006
2016-01-01 21:20:00,2016,1,1,21,20,5,0.5,1280,0.0,62.02736546486547
2016-01-01 21:40:00,2016,1,1,21,40,5,0.5,1300,0.0,62.302206364706365
2016-01-01 22:00:00,2016,1,1,22,0,5,0.5,1320,0.0,64.53599453599455
2016-01-01 22:20:00,2016,1,1,22,20,5,0.5,1340,0.0,64.44443038193037
2016-01-01 22:40:00,2016,1,1,22,40,5,0.5,1360,0.0,64.75424131674131
2016-01-01 23:00:00,2016,1,1,23,0,5,0.5,1380,0.0,65.16511547761547
2016-01-01 23:20:00,2016,1,1,23,20,5,0.5,1400,0.0,67.39059582809583
2016-01-01 23:40:00,2016,1,1,23,40,5,0.5,1420,0.0,67.18991531491531
2016-01-02 00:00:00,2016,1,2,0,0,6,0.0,0,0.0,66.30606786856787
2016-01-02 00:20:00,2016,1,2,0,20,6,0.0,20,0.0,65.85297085297086
2016-01-02 00:40:00,2016,1,2,0,40,6,0.0,40,0.0,67.31661262911263
2016-01-02 01:00:00,2016,1,2,1,0,6,0.0,60,0.0,68.64134489134489
2016-01-02 01:20:00,2016,1,2,1,20,6,0.0,80,0.0,64.18790825040826
2016-01-02 01:40:00,2016,1,2,1,40,6,0.0,100,0.0,66.37325137325138
2016-01-02 02:00:00,2016,1,2,2,0,6,0.0,120,0.0,66.31036068536068
2016-01-02 02:20:00,2016,1,2,2,20,6,0.0,140,0.0,65.32623813873813
2016-01-02 02:40:00,2016,1,2,2,40,6,0.0,160,0.0,61.00571444321445
2016-01-02 03:00:00,2016,1,2,3,0,6,0.0,180,0.0,61.194077444077436
2016-01-02 03:20:00,2016,1,2,3,20,6,0.0,200,0.0,65.61370842620843
2016-01-02 03:40:00,2016,1,2,3,40,6,0.0,220,0.0,61.16365772615774
2016-01-02 04:00:00,2016,1,2,4,0,6,0.0,240,0.0,60.44926107426108
2016-01-02 04:20:00,2016,1,2,4,20,6,0.0,260,0.0,59.5865848990849
2016-01-02 04:40:00,2016,1,2,4,40,6,0.0,280,0.0,63.73086966836967
2016-01-02 05:00:00,2016,1,2,5,0,6,0.0,300,0.0,64.44572288322289
2016-01-02 05:20:00,2016,1,2,5,20,6,0.0,320,0.0,63.376636814136816
2016-01-02 05:40:00,2016,1,2,5,40,6,0.0,340,0.0,63.542331667331666
2016-01-02 06:00:00,2016,1,2,6,0,6,0.0,360,0.0,64.2445804945805
2016-01-02 06:20:00,2016,1,2,6,20,6,0.0,380,0.0,60.23093148093149
2016-01-02 06:40:00,2016,1,2,6,40,6,0.0,400,0.0,61.52306527306527
2016-01-02 07:00:00,2016,1,2,7,0,6,0.0,420,0.0,62.511909074409076
2016-01-02 07:20:00,2016,1,2,7,20,6,0.0,440,0.0,60.53337053337053
2016-01-02 07:40:00,2016,1,2,7,40,6,0.0,460,0.0,59.23553298553299
2016-01-02 08:00:00,2016,1,2,8,0,6,0.0,480,0.0,60.39702633452634
2016-01-02 08:20:00,2016,1,2,8,20,6,0.0,500,0.0,57.455100580100584
2016-01-02 08:40:00,2016,1,2,8,40,6,0.0,520,0.0,58.64341614341615
2016-01-02 09:00:00,2016,1,2,9,0,6,0.0,540,0.0,58.91172891172891
2016-01-02 09:20:00,2016,1,2,9,20,6,0.0,560,0.0,53.61486205236205
2016-01-02 09:40:00,2016,1,2,9,40,6,0.0,580,0.0,51.389010139010146
2016-01-02 10:00:00,2016,1,2,10,0,6,0.0,600,0.0,52.56059037309038
2016-01-02 10:20:00,2016,1,2,10,20,6,0.0,620,0.0,51.41294453794454
2016-01-02 10:40:00,2016,1,2,10,40,6,0.0,640,0.0,52.539098164098164
2016-01-02 11:00:00,2016,1,2,11,0,6,0.0,660,0.0,45.24388899388899
2016-01-02 11:20:00,2016,1,2,11,20,6,0.0,680,0.0,37.353520791020784
2016-01-02 11:40:00,2016,1,2,11,40,6,0.0,700,0.0,22.5105046980047
2016-01-02 12:00:00,2016,1,2,12,0,6,0.0,720,0.0,22.727808665308665
2016-01-02 12:20:00,2016,1,2,12,20,6,0.0,740,0.0,23.575333575333584
2016-01-02 12:40:00,2016,1,2,12,40,6,0.0,760,0.0,25.547263984763987
2016-01-02 13:00:00,2016,1,2,13,0,6,0.0,780,0.0,24.6080017955018
2016-01-02 13:20:00,2016,1,2,13,20,6,0.0,800,0.0,24.365215615215618
2016-01-02 13:40:00,2016,1,2,13,40,6,0.0,820,0.0,32.05499861749862
2016-01-02 14:00:00,2016,1,2,14,0,6,0.0,840,0.0,54.275904588404586
2016-01-02 14:20:00,2016,1,2,14,20,6,0.0,860,0.0,43.149881587381586
2016-01-02 14:40:00,2016,1,2,14,40,6,0.0,880,0.0,46.341105716105716
2016-01-02 15:00:00,2016,1,2,15,0,6,0.0,900,0.0,57.140268390268396
2016-01-02 15:20:00,2016,1,2,15,20,6,0.0,920,0.0,53.91096734846735
2016-01-02 15:40:00,2016,1,2,15,40,6,0.0,940,0.0,50.80056173806173
2016-01-02 16:00:00,2016,1,2,16,0,6,0.0,960,0.0,51.65229883979884
2016-01-02 16:20:00,2016,1,2,16,20,6,0.0,980,0.0,49.491922304422296
2016-01-02 16:40:00,2016,1,2,16,40,6,0.0,1000,0.0,50.26285745035745
2016-01-02 17:00:00,2016,1,2,17,0,6,0.0,1020,0.0,48.98412335912336
2016-01-02 17:20:00,2016,1,2,17,20,6,0.0,1040,0.0,50.485149235149244
2016-01-02 17:40:00,2016,1,2,17,40,6,0.0,1060,0.0,46.95186788936789
2016-01-02 18:00:00,2016,1,2,18,0,6,0.0,1080,0.0,52.76923433173433
2016-01-02 18:20:00,2016,1,2,18,20,6,0.0,1100,0.0,52.013630138630134
2016-01-02 18:40:00,2016,1,2,18,40,6,0.0,1120,0.0,53.823249448249456
2016-01-02 19:00:00,2016,1,2,19,0,6,0.0,1140,0.0,57.698207698207696
2016-01-02 19:20:00,2016,1,2,19,20,6,0.0,1160,0.0,58.554440116940114
2016-01-02 19:40:00,2016,1,2,19,40,6,0.0,1180,0.0,59.289352726852734
2016-01-02 20:00:00,2016,1,2,20,0,6,0.0,1200,0.0,61.163741163741165
2016-01-02 20:20:00,2016,1,2,20,20,6,0.0,1220,0.0,62.96850703100704
2016-01-02 20:40:00,2016,1,2,20,40,6,0.0,1240,0.0,60.577691202691206
2016-01-02 21:00:00,2016,1,2,21,0,6,0.0,1260,0.0,61.67172604672606
2016-01-02 21:20:00,2016,1,2,21,20,6,0.0,1280,0.0,61.92556942556943
2016-01-02 21:40:00,2016,1,2,21,40,6,0.0,1300,0.0,62.4602512102512
2016-01-02 22:00:00,2016,1,2,22,0,6,0.0,1320,0.0,62.591626966626976
2016-01-02 22:20:00,2016,1,2,22,20,6,0.0,1340,0.0,62.05294017794018
2016-01-02 22:40:00,2016,1,2,22,40,6,0.0,1360,0.0,64.47058728308728
2016-01-02 23:00:00,2016,1,2,23,0,6,0.0,1380,0.0,64.39319126819126
2016-01-02 23:20:00,2016,1,2,23,20,6,0.0,1400,0.0,66.77382114882116
